#Time         gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS     Idx      %      %      %      %      %      %   MB/s   MB/s 
 14:34:26       0      0      0      0      0      0      0      0      0 
 14:34:26       1      0      0      0      0      0      0      0      6 
 14:34:26       2      0      1      0      0      0      0      0      0 
 14:34:26       3      0      0      0      0      0      0      0      0 
 14:34:28       0      0      0      0      0      0      0    172     14 
 14:34:28       1      0      0      0      0      0      0      0      1 
 14:34:28       2      0      0      0      0      0      0      5      8 
 14:34:28       3      0      0      0      0      0      0      0      0 
 14:34:29       0     20     12      0      0      0      0    187     43 
 14:34:29       1      6      4      0      0      0      0      6      0 
 14:34:29       2      3      2      0      0      0      0      0      9 
 14:34:29       3      5      5      0      0      0      0      0      1 
 14:34:30       0     19     11      0      0      0      0    198     27 
 14:34:30       1      6      5      0      0      0      0      0      0 
 14:34:30       2      6      4      0      0      0      0      3      9 
 14:34:30       3      3      2      0      0      0      0      0      0 
 14:34:31       0     20     12      0      0      0      0    198     20 
 14:34:31       1      3      2      0      0      0      0      1      0 
 14:34:31       2      6      4      0      0      0      0     12      0 
 14:34:31       3      5      5      0      0      0      0      6      2 
 14:34:32       0     20     12      0      0      0      0    117     36 
 14:34:32       1      3      2      0      0      0      0      1      2 
 14:34:32       2      3      2      0      0      0      0      8      0 
 14:34:32       3      5      5      0      0      0      0      1     44 
 14:34:33       0     19     12      0      0      0      0     79     45 
 14:34:33       1      6      5      0      0      0      0      1      5 
 14:34:33       2      6      4      0      0      0      0      1      2 
 14:34:33       3      3      2      0      0      0      0      5     37 
 14:34:35       0     18     11      0      0      0      0    191     43 
 14:34:35       1      3      2      0      0      0      0     13      1 
 14:34:35       2      6      4      0      0      0      0      7      2 
 14:34:35       3      5      5      0      0      0      0     20      1 
 14:34:36       0     19     12      0      0      0      0    196     42 
 14:34:36       1      3      2      0      0      0      0     13      1 
 14:34:36       2      3      2      0      0      0      0      3      6 
 14:34:36       3      5      5      0      0      0      0      0      9 
 14:34:37       0     20     12      0      0      0      0    188     32 
 14:34:37       1      6      5      0      0      0      0      0      9 
 14:34:37       2      3      2      0      0      0      0     11      9 
 14:34:37       3      5      4      0      0      0      0      0      9 
 14:34:38       0     18     11      0      0      0      0    177     32 
 14:34:38       1      5      4      0      0      0      0      0      0 
 14:34:38       2      6      4      0      0      0      0     10      0 
 14:34:38       3      3      2      0      0      0      0      0     37 
#Time         gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS     Idx      %      %      %      %      %      %   MB/s   MB/s 
 14:34:39       0     19     11      0      0      0      0     88     42 
 14:34:39       1      3      2      0      0      0      0      0      3 
 14:34:39       2      5      4      0      0      0      0      0      0 
 14:34:39       3      3      2      0      0      0      0      0     36 
 14:34:41       0     20     12      0      0      0      0    130     42 
 14:34:41       1      3      2      0      0      0      0      0      4 
 14:34:41       2      3      2      0      0      0      0      0      0 
 14:34:41       3      5      5      0      0      0      0     10      0 
 14:34:42       0     19     11      0      0      0      0    188     44 
 14:34:42       1      6      5      0      0      0      0      6      1 
 14:34:42       2      3      2      0      0      0      0      0      0 
 14:34:42       3      5      5      0      0      0      0     10      0 
 14:34:43       0     19     11      0      0      0      0    187     42 
 14:34:43       1      6      4      0      0      0      0      6      0 
 14:34:43       2      6      4      0      0      0      0      0      4 
 14:34:43       3      3      2      0      0      0      0      0      1 
